sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,C,C_T,gpt-4o_sa-conceptnet_0_generated_,gpt-4o_sa-conceptnet_1_generated_,gpt-4o_sa-conceptnet_2_generated_,gpt-4o_sa-conceptnet_0_generated,gpt-4o_sa-conceptnet_0_property,gpt-4o_sa-conceptnet_0_combination_relevance,gpt-4o_sa-conceptnet_0_root_relevance,gpt-4o_sa-conceptnet_0_modifier_relevance,gpt-4o_sa-conceptnet_0_indiv_max,gpt-4o_sa-conceptnet_0_emergence,gpt-4o_sa-conceptnet_1_generated,gpt-4o_sa-conceptnet_1_property,gpt-4o_sa-conceptnet_1_combination_relevance,gpt-4o_sa-conceptnet_1_root_relevance,gpt-4o_sa-conceptnet_1_modifier_relevance,gpt-4o_sa-conceptnet_1_indiv_max,gpt-4o_sa-conceptnet_1_emergence,gpt-4o_sa-conceptnet_2_generated,gpt-4o_sa-conceptnet_2_property,gpt-4o_sa-conceptnet_2_combination_relevance,gpt-4o_sa-conceptnet_2_root_relevance,gpt-4o_sa-conceptnet_2_modifier_relevance,gpt-4o_sa-conceptnet_2_indiv_max,gpt-4o_sa-conceptnet_2_emergence
"The couple made a tour to Harrogate and the English Lake District in 1809, although the former did not meet with her approval A scene without a hill seems to me to be about as interesting as a face without a nose!",a face without a nose,face,nose,unattractive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(4, 3, 4)","(2, 3, 3)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,"{0: ['face', 'nose'], 1: ['nose', 'face'], 2: ['nose', 'face'], 3: ['nose', 'face'], 4: ['nose', 'face'], 5: ['nose', 'face']}",[],"['{""property"": ""incomplete""}']","['{""property"": ""unsettling""}']","['{""property"": ""unsettling""}']",{'property': 'incomplete'},incomplete,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'unsettling'},unsettling,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'unsettling'},unsettling,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
the interior was as chilly as a meat locker .,a meat locker,locker,meat,very cold,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['locker', 'meat'], 1: ['storage', 'meat', 'locker'], 2: ['storage', 'meat', 'locker'], 3: ['storage', 'meat', 'locker'], 4: ['storage', 'meat', 'locker'], 5: ['storage', 'meat', 'locker']}",['storage'],"['{""property"": ""cold""}']","['{""property"": ""cold""}']","['{""property"": ""cold""}']",{'property': 'cold'},cold,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'cold'},cold,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'cold'},cold,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"eventually , the fantasy falls apart like a mansion without a foundation , and all thats left to do is to clean up the rubble . ",a mansion without a foundation,mansion,foundation,unstable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['mansion', 'foundation'], 1: ['house', 'foundation'], 2: ['house', 'foundation'], 3: ['house', 'foundation'], 4: ['house', 'foundation'], 5: ['house', 'foundation']}",['house'],"['{""property"": ""precarious""}']","['{""property"": ""precarious""}']","['{""property"": ""unstable""}']",{'property': 'precarious'},precarious,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'precarious'},precarious,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'unstable'},unstable,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
his tail was wagging as fast as a metronome out of control .,a metronome out of control,metronome,control,erratic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(5, 4, 3)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['metronome', 'control'], 1: ['determine speed of music', 'keep steady beat'], 2: ['determine speed of music', 'keep steady beat'], 3: ['determine speed of music', 'keep steady beat'], 4: ['determine speed of music', 'keep steady beat'], 5: ['determine speed of music', 'keep steady beat']}","['keep steady beat', 'determine speed of music']","['{""property"": ""chaotic""}']","['{""property"": ""chaotic""}']","['{""property"": ""chaotic""}']",{'property': 'chaotic'},chaotic,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'chaotic'},chaotic,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'chaotic'},chaotic,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
holds ears The sound of that cardboard brushing together is as bad as nails on a chalkboard!,nails on a chalkboard,nail,chalkboard,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"{0: ['nail', 'chalkboard'], 1: ['chalkboard', 'cause puncture wound', 'nail'], 2: ['nail', 'cause puncture wound', 'chalkboard'], 3: ['chalkboard', 'cause puncture wound', 'nail'], 4: ['nail', 'cause puncture wound', 'chalkboard'], 5: ['chalkboard', 'cause puncture wound', 'nail']}",['cause puncture wound'],"['{""property"": ""unsettling""}']","['{""property"": ""grating""}']","['{""property"": ""irritating sound""}']",{'property': 'unsettling'},unsettling,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'grating'},grating,1.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'irritating sound'},irritating sound,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444
She jabs them with her stinger and he goes as limp as a boned fish!,a boned fish,fish,boned,lifeless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 1, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['fish', 'boned'], 1: ['fish', 'boned'], 2: ['animal', 'fish'], 3: ['animal', 'fish'], 4: ['animal', 'fish'], 5: ['animal', 'fish']}",['animal'],"['{""property"": ""edible""}']","['{""property"": ""filleted""}']","['{""property"": ""edible""}']",{'property': 'edible'},edible,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.0,{'property': 'filleted'},filleted,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'edible'},edible,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.0
But my heart is all aflutter like the washing on the line.,the washing on the line,washing,line,moving in the wind.,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(3, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"{0: ['washing', 'line'], 1: ['dirty dishes', 'soap', 'line', 'become more clean'], 2: ['dirty dishes', 'soap', 'line', 'become more clean'], 3: ['dirty dishes', 'soap', 'line', 'become more clean'], 4: ['dirty dishes', 'soap', 'line', 'become more clean'], 5: ['dirty dishes', 'soap', 'line', 'become more clean']}","['soap', 'dirty dishes', 'become more clean']","['{""property"": ""vulnerable to weather""}']","['{""property"": ""air-drying""}']","['{""property"": ""refreshing""}']",{'property': 'vulnerable to weather'},vulnerable to weather,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'air-drying'},air-drying,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'refreshing'},refreshing,0.2222222222222222,0.7777777777777778,0.0,0.7777777777777778,0.0
I think comparing how things work in different countries for poor people is kind of like apples to oranges. ampx200B,apples to oranges,apple,orange,incomparable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 1)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"{0: ['apple', 'orange'], 1: ['fruit', 'green'], 2: ['fruit', 'green'], 3: ['fruit', 'green'], 4: ['fruit', 'green'], 5: ['fruit', 'green']}","['fruit', 'green']","['{""property"": ""incomparable""}']","['{""property"": ""incomparable""}']","['{""property"": ""incomparable""}']",{'property': 'incomparable'},incomparable,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'incomparable'},incomparable,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'incomparable'},incomparable,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
,a brick through a window,brick,window,destructive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"{0: ['brick', 'window'], 1: ['window', 'building', 'brick'], 2: ['window', 'building', 'brick'], 3: ['window', 'building', 'brick'], 4: ['window', 'building', 'brick'], 5: ['window', 'building', 'brick']}",['building'],"['{""property"": ""vandalism""}']","['{""property"": ""vandalism""}']","['{""property"": ""vandalism""}']",{'property': 'vandalism'},vandalism,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'vandalism'},vandalism,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'vandalism'},vandalism,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
Was he hollow like a chocolate bunny?,a chocolate bunny,bunny,chocolate,hollow,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 2)","(4, 4, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"{0: ['bunny', 'chocolate'], 1: ['rabbit', 'chocolate', 'bunny'], 2: ['rabbit', 'chocolate', 'bunny'], 3: ['rabbit', 'chocolate', 'bunny'], 4: ['rabbit', 'chocolate', 'bunny'], 5: ['rabbit', 'chocolate', 'bunny']}",['rabbit'],"['{""property"": ""festive""}']","['{""property"": ""festive""}']","['{""property"": ""festive""}']",{'property': 'festive'},festive,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'festive'},festive,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'festive'},festive,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
"it would just sit there like the elephant in the room , making the suspect wonder just how much dirt we had on him .",the elephant in the room,elephant,room,unacknowledge,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"{0: ['elephant', 'room'], 1: ['elephant', 'room'], 2: ['elephant', 'room'], 3: ['elephant', 'room'], 4: ['elephant', 'room'], 5: ['elephant', 'room']}",[],"['{""property"": ""ignored""}']","['{""property"": ""ignored""}']","['{""property"": ""unspoken""}']",{'property': 'ignored'},ignored,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'ignored'},ignored,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'unspoken'},unspoken,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Something about the way moonlight is soft, welcoming, but also can be cold and harsh like a fake smile. ",a fake smile,smile,fake,forced,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['smile', 'fake'], 1: ['fake', 'smile'], 2: ['fake', 'smile'], 3: ['fake', 'smile'], 4: ['fake', 'smile'], 5: ['fake', 'smile']}",[],"['{""property"": ""insincerity""}']","['{""property"": ""insincerity""}']","['{""property"": ""insincere""}']",{'property': 'insincerity'},insincerity,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'insincerity'},insincerity,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'insincere'},insincere,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
"But after that, I believe it's one of those just like instinct feelings that he had trusting us to help him and help his children.",instinct feelings,feeling,instinct,innate,emergent,"(component, emergent, emergent)","(4, 5, 5)","(3, 3, 3)","(5, 5, 5)",0.0,1.0,0.3333333333333333,1.0,False,1.0,"{0: ['feeling', 'instinct'], 1: ['feeling', 'instinct'], 2: ['instinct'], 3: ['instinct'], 4: ['instinct'], 5: ['instinct']}",[],"['{""property"": ""primal""}']","['{""property"": ""primal""}']","['{""property"": ""intuition-driven""}']",{'property': 'primal'},primal,0.8888888888888888,0.5555555555555556,1.0,1.0,0.0,{'property': 'primal'},primal,0.8888888888888888,0.5555555555555556,1.0,1.0,0.0,{'property': 'intuition-driven'},intuition-driven,1.0,0.7777777777777778,1.0,1.0,0.0
The software is almost like a side consideration.,a side consideration,consideration,side,minor,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['consideration', 'side'], 1: ['side'], 2: ['side'], 3: ['side'], 4: ['side'], 5: ['side']}",[],"['{""property"": ""overlooked""}']","['{""property"": ""overlooked""}']","['{""property"": ""overlooked""}']",{'property': 'overlooked'},overlooked,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'overlooked'},overlooked,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'overlooked'},overlooked,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
,a toad in a block,toad,block,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 5)","(4, 3, 3)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['toad', 'block'], 1: ['amphibian'], 2: ['amphibian'], 3: ['amphibian'], 4: ['amphibian'], 5: ['amphibian']}",['amphibian'],"['{""property"": ""trapped""}']","['{""property"": ""trapped""}']","['{""property"": ""trapped""}']",{'property': 'trapped'},trapped,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'trapped'},trapped,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'trapped'},trapped,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
,the light in the fridge,light,fridge,turning off when the door closes,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 2)","(4, 5, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['light', 'fridge'], 1: ['energy'], 2: ['energy'], 3: ['energy'], 4: ['energy'], 5: ['energy']}",['energy'],"['{""property"": ""mystery""}']","['{""property"": ""mystery""}']","['{""property"": ""reassurance""}']",{'property': 'mystery'},mystery,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'mystery'},mystery,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'reassurance'},reassurance,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0
their maju was low like a dying fire .,a dying fire,fire,die,low intensity,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 5)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"{0: ['fire', 'die'], 1: ['die', 'fire'], 2: ['die', 'fire'], 3: ['die', 'fire'], 4: ['die', 'fire'], 5: ['die', 'fire']}",[],"['{""property"": ""melancholic""}']","['{""property"": ""melancholic""}']","['{""property"": ""melancholic""}']",{'property': 'melancholic'},melancholic,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'melancholic'},melancholic,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'melancholic'},melancholic,0.7777777777777778,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222
"Hotman points out that while they may be a people without a king a king without a people is as inconceivable as a pastor without a flock , and suggests that the supposed ancient kingdom of Francogallia was not subject to the law of inheritance as if it were a private patrimony but was habitually transferred by the votes and decisions of the people .",a pastor without a flock,pastor,flock,unfulfilled,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(4, 4, 4)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.2222222222222222,False,0.2222222222222222,"{0: ['pastor', 'flock'], 1: ['pastor', 'flock'], 2: ['pastor', 'flock'], 3: ['pastor', 'flock'], 4: ['pastor', 'flock'], 5: ['pastor', 'flock']}",[],"['{""property"": ""lonely""}']","['{""property"": ""isolated""}']","['{""property"": ""isolated""}']",{'property': 'lonely'},lonely,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,{'property': 'isolated'},isolated,0.6666666666666666,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,{'property': 'isolated'},isolated,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556
The seafarers and the peasants always had a difficulty in keeping on peaceable terms with one another they were as different as land and sea.,land and sea,land,sea,different,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['land', 'sea'], 1: ['sea', 'island', 'land'], 2: ['sea', 'island', 'land'], 3: ['sea', 'island', 'land'], 4: ['sea', 'island', 'land'], 5: ['sea', 'island', 'land']}",['island'],"['{""property"": ""diversity""}']","['{""property"": ""contrast""}']","['{""property"": ""biodiversity""}']",{'property': 'diversity'},diversity,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,{'property': 'contrast'},contrast,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'biodiversity'},biodiversity,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0
,a scooter with an oven,scooter,oven,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(3, 5, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"{0: ['scooter', 'oven'], 1: ['scooter'], 2: ['scooter'], 3: ['scooter'], 4: ['scooter'], 5: ['scooter']}",[],"['{""property"": ""impractical""}']","['{""property"": ""impractical""}']","['{""property"": ""unconventional""}']",{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'unconventional'},unconventional,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667
"Thrue for ye, says Jack, Im bint double like a cod in a pot, wid my heels in my mouth amost.",a cod in a pot,cod,pot,helpless,emergent,"(component, emergent, emergent)","(3, 4, 3)","(2, 3, 2)","(2, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['cod', 'pot'], 1: ['pot', 'cod', 'make soup'], 2: ['pot', 'cod', 'make soup'], 3: ['pot', 'cod', 'make soup'], 4: ['pot', 'cod', 'make soup'], 5: ['pot', 'cod', 'make soup']}",['make soup'],"['{""property"": ""nourishing""}']","['{""property"": ""culinary potential""}']","['{""property"": ""culinary""}']",{'property': 'nourishing'},nourishing,0.8888888888888888,0.7777777777777778,0.0,0.7777777777777778,0.11111111111111105,{'property': 'culinary potential'},culinary potential,1.0,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.11111111111111116,{'property': 'culinary'},culinary,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
