sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_multi_0_generated_,Meta-Llama-3.1-70B-Instruct_multi_1_generated_,Meta-Llama-3.1-70B-Instruct_multi_2_generated_
"my body tingles from head to toe , almost like the pins and needles when your arm falls asleep and starts to wake up .",the pins and needles,pin,needle,tingly,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}']","['{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}']","['{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}', '{""combination"": ""electric pin"", ""modifier"": ""electric""}']"
The seafarers and the peasants always had a difficulty in keeping on peaceable terms with one another they were as different as land and sea.,land and sea,land,sea,different,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}']","['{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}']","['{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}', '{""combination"": ""foreign land"", ""modifier"": ""foreign""}']"
I didn't have sex for the first time until I was 19 are about as helpful as a brick to the face.,a brick to the face,brick,face,harmful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""sharp brick"", ""modifier"": ""sharp""}', '{""combination"": ""poisonous brick"", ""modifier"": ""poisonous""}', '{""combination"": ""asbestos brick"", ""modifier"": ""asbestos""}', '{""combination"": ""sharp brick"", ""modifier"": ""sharp""}', '{""combination"": ""sharp brick"", ""modifier"": ""sharp""}']","['{""combination"": ""sharp brick"", ""modifier"": ""sharp""}', '{""combination"": ""sharp brick"", ""modifier"": ""sharp""}', '{""combination"": ""poisonous brick"", ""modifier"": ""poisonous""}', '{""combination"": ""sharp brick"", ""modifier"": ""sharp""}', '{""combination"": ""radioactive brick"", ""modifier"": ""radioactive""}']","['{""combination"": ""asbestos brick"", ""modifier"": ""asbestos""}', '{""combination"": ""sharp-edged brick"", ""modifier"": ""sharp-edged""}', '{""combination"": ""sharp brick"", ""modifier"": ""sharp""}', '{""combination"": ""sharp brick"", ""modifier"": ""sharp""}', '{""combination"": ""sharp brick"", ""modifier"": ""sharp""}']"
,a scooter with an oven,scooter,oven,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(3, 5, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""oversized scooter"", ""modifier"": ""oversized""}', '{""combination"": ""oversized scooter"", ""modifier"": ""oversized""}', '{""combination"": ""giant scooter"", ""modifier"": ""giant""}', '{""combination"": ""oversized scooter"", ""modifier"": ""oversized""}', '{""combination"": ""oversized scooter"", ""modifier"": ""oversized""}']","['{""combination"": ""oversized scooter"", ""modifier"": ""oversized""}', '{""combination"": ""antique scooter"", ""modifier"": ""antique""}', '{""combination"": ""giant scooter"", ""modifier"": ""giant""}', '{""combination"": ""giant scooter"", ""modifier"": ""giant""}', '{""combination"": ""antique scooter"", ""modifier"": ""antique""}']","['{""combination"": ""giant scooter"", ""modifier"": ""giant""}', '{""combination"": ""giant scooter"", ""modifier"": ""giant""}', '{""combination"": ""giant scooter"", ""modifier"": ""giant""}', '{""combination"": ""giant scooter"", ""modifier"": ""giant""}', '{""combination"": ""giant scooter"", ""modifier"": ""giant""}']"
,the jar of hands,jar,hand,creepy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""old jar"", ""modifier"": ""old""}', '{""combination"": ""haunted jar"", ""modifier"": ""haunted""}', '{""combination"": ""abandoned jar"", ""modifier"": ""abandoned""}', '{""combination"": ""haunted jar"", ""modifier"": ""haunted""}', '{""combination"": ""haunted jar"", ""modifier"": ""haunted""}']","['{""combination"": ""abandoned jar"", ""modifier"": ""abandoned""}', '{""combination"": ""old jar"", ""modifier"": ""old""}', '{""combination"": ""antique jar"", ""modifier"": ""antique""}', '{""combination"": ""haunted jar"", ""modifier"": ""haunted""}', '{""combination"": ""abandoned jar"", ""modifier"": ""abandoned""}']","['{""combination"": ""haunted jar"", ""modifier"": ""haunted""}', '{""combination"": ""ancient Egyptian jar"", ""modifier"": ""ancient Egyptian""}', '{""combination"": ""haunted jar"", ""modifier"": ""haunted""}', '{""combination"": ""old jar"", ""modifier"": ""old""}', '{""combination"": ""haunted jar"", ""modifier"": ""haunted""}']"
"stopping was about as appealing as a bat to the kneecaps , but i did it . ",a bat to the kneecaps,bat,kneecap,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(4, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""dead bat"", ""modifier"": ""dead""}']","['{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""dead bat"", ""modifier"": ""dead""}', '{""combination"": ""dead bat"", ""modifier"": ""dead""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}']","['{""combination"": ""flying bat"", ""modifier"": ""flying""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}', '{""combination"": ""smelly bat"", ""modifier"": ""smelly""}']"
She looks exactly like grumpy cat!,grumpy cat,cat,grumpy,famous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""celebrity cat"", ""modifier"": ""celebrity""}', '{""combination"": ""award-winning cat"", ""modifier"": ""award-winning""}', '{""combination"": ""internet cat"", ""modifier"": ""internet""}', '{""combination"": ""celebrity cat"", ""modifier"": ""celebrity""}', '{""combination"": ""celebrity cat"", ""modifier"": ""celebrity""}']","['{""combination"": ""internet cat"", ""modifier"": ""internet""}', '{""combination"": ""internet cat"", ""modifier"": ""internet""}', '{""combination"": ""celebrity cat"", ""modifier"": ""celebrity""}', '{""combination"": ""internet cat"", ""modifier"": ""internet""}', '{""combination"": ""celebrity cat"", ""modifier"": ""celebrity""}']","['{""combination"": ""internet cat"", ""modifier"": ""internet""}', '{""combination"": ""celebrity cat"", ""modifier"": ""celebrity""}', '{""combination"": ""celebrity cat"", ""modifier"": ""celebrity""}', '{""combination"": ""movie star cat"", ""modifier"": ""movie star""}', '{""combination"": ""celebrity cat"", ""modifier"": ""celebrity""}']"
"You are, for me and my company, about as necessary as a fifth leg is to a dog.",a fifth leg,leg,fifth,unnecessary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 1)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""phantom leg"", ""modifier"": ""phantom""}', '{""combination"": ""third leg"", ""modifier"": ""third""}', '{""combination"": ""extra leg"", ""modifier"": ""extra""}', '{""combination"": ""amputated leg"", ""modifier"": ""amputated""}', '{""combination"": ""third leg"", ""modifier"": ""third""}']","['{""combination"": ""third leg"", ""modifier"": ""third""}', '{""combination"": ""amputated leg"", ""modifier"": ""amputated""}', '{""combination"": ""third leg"", ""modifier"": ""third""}', '{""combination"": ""third leg"", ""modifier"": ""third""}', '{""combination"": ""amputated leg"", ""modifier"": ""amputated""}']","['{""combination"": ""extra leg"", ""modifier"": ""extra""}', '{""combination"": ""prosthetic leg"", ""modifier"": ""prosthetic""}', '{""combination"": ""amputated leg"", ""modifier"": ""amputated""}', '{""combination"": ""spare leg"", ""modifier"": ""spare""}', '{""combination"": ""third leg"", ""modifier"": ""third""}']"
"Thrue for ye, says Jack, Im bint double like a cod in a pot, wid my heels in my mouth amost.  ",a cod in a pot,cod,pot,constricted,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(2, 2, 2)","(4, 3, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}']","['{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""canned cod"", ""modifier"": ""canned""}', '{""combination"": ""canned cod"", ""modifier"": ""canned""}']","['{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""frozen cod"", ""modifier"": ""frozen""}', '{""combination"": ""canned cod"", ""modifier"": ""canned""}']"
A suit on that guy looks as fitting as socks on a rooster.,socks on a rooster,sock,rooster,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(1, 2, 1)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""wet sock"", ""modifier"": ""wet""}', '{""combination"": ""holey sock"", ""modifier"": ""holey""}', '{""combination"": ""glass sock"", ""modifier"": ""glass""}', '{""combination"": ""holey sock"", ""modifier"": ""holey""}', '{""combination"": ""glass sock"", ""modifier"": ""glass""}']","['{""combination"": ""glass sock"", ""modifier"": ""glass""}', '{""combination"": ""glass sock"", ""modifier"": ""glass""}', '{""combination"": ""glass sock"", ""modifier"": ""glass""}', '{""combination"": ""glass sock"", ""modifier"": ""glass""}', '{""combination"": ""fashion sock"", ""modifier"": ""fashion""}']","['{""combination"": ""fashion sock"", ""modifier"": ""fashion""}', '{""combination"": ""glass sock"", ""modifier"": ""glass""}', '{""combination"": ""heavy sock"", ""modifier"": ""heavy""}', '{""combination"": ""glass sock"", ""modifier"": ""glass""}', '{""combination"": ""glass sock"", ""modifier"": ""glass""}']"
"I will love hearing your flesh sizzle like a hog on a bonfire, you worthless spawn of elephant feces. ",a hog on a bonfire,hog,bonfire,suffering,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(2, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""caged hog"", ""modifier"": ""caged""}', '{""combination"": ""wounded hog"", ""modifier"": ""wounded""}', '{""combination"": ""starving hog"", ""modifier"": ""starving""}', '{""combination"": ""tortured hog"", ""modifier"": ""tortured""}', '{""combination"": ""caged hog"", ""modifier"": ""caged""}']","['{""combination"": ""starving hog"", ""modifier"": ""starving""}', '{""combination"": ""starving hog"", ""modifier"": ""starving""}', '{""combination"": ""sick hog"", ""modifier"": ""sick""}', '{""combination"": ""starving hog"", ""modifier"": ""starving""}', '{""combination"": ""wounded hog"", ""modifier"": ""wounded""}']","['{""combination"": ""injured hog"", ""modifier"": ""injured""}', '{""combination"": ""sick hog"", ""modifier"": ""sick""}', '{""combination"": ""starving hog"", ""modifier"": ""starving""}', '{""combination"": ""caged hog"", ""modifier"": ""caged""}', '{""combination"": ""caged hog"", ""modifier"": ""caged""}']"
"The second one would have to be built kind of like a ship in the bottle to make it fit inside, which is not entirely practical.",a ship in the bottle,ship,bottle,impractical,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(1, 2, 1)","(2, 2, 1)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.1111111111111111,False,0.2222222222222222,"['{""combination"": ""giant ship"", ""modifier"": ""giant""}', '{""combination"": ""wooden ship"", ""modifier"": ""wooden""}', '{""combination"": ""luxury ship"", ""modifier"": ""luxury""}', '{""combination"": ""giant ship"", ""modifier"": ""giant""}', '{""combination"": ""giant ship"", ""modifier"": ""giant""}']","['{""combination"": ""luxury ship"", ""modifier"": ""luxury""}', '{""combination"": ""giant ship"", ""modifier"": ""giant""}', '{""combination"": ""luxury ship"", ""modifier"": ""luxury""}', '{""combination"": ""giant ship"", ""modifier"": ""giant""}', '{""combination"": ""giant ship"", ""modifier"": ""giant""}']","['{""combination"": ""toy ship"", ""modifier"": ""toy""}', '{""combination"": ""giant ship"", ""modifier"": ""giant""}', '{""combination"": ""toy ship"", ""modifier"": ""toy""}', '{""combination"": ""giant ship"", ""modifier"": ""giant""}', '{""combination"": ""wooden ship"", ""modifier"": ""wooden""}']"
Squids are as real as talking sponges.,talking sponges,sponge,talk,not real,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 2)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""toy sponge"", ""modifier"": ""toy""}', '{""combination"": ""toy sponge"", ""modifier"": ""toy""}', '{""combination"": ""toy sponge"", ""modifier"": ""toy""}', '{""combination"": ""toy sponge"", ""modifier"": ""toy""}', '{""combination"": ""toy sponge"", ""modifier"": ""toy""}']","['{""combination"": ""toy sponge"", ""modifier"": ""toy""}', '{""combination"": ""fake sponge"", ""modifier"": ""fake""}', '{""combination"": ""artificial sponge"", ""modifier"": ""artificial""}', '{""combination"": ""fake sponge"", ""modifier"": ""fake""}', '{""combination"": ""toy sponge"", ""modifier"": ""toy""}']","['{""combination"": ""toy sponge"", ""modifier"": ""toy""}', '{""combination"": ""toy sponge"", ""modifier"": ""toy""}', '{""combination"": ""toy sponge"", ""modifier"": ""toy""}', '{""combination"": ""artificial sponge"", ""modifier"": ""artificial""}', '{""combination"": ""fake sponge"", ""modifier"": ""fake""}']"
